role,seed,status,reasons,plan_lap_s,v_peak,thrust_peak,max_angle_deg,stretch,lap_stretched_s,min_gate_gap,n_frame_crossings,frame_margin_m
train,202891,reject,frame_crossing+arena+ref_contact,4.467,4.587,14.669,8.834,1.042,4.656,1.384,3.0,0.0
train,202892,reject,frame_crossing+arena+ref_contact,4.789,5.926,14.687,6.817,1.347,6.45,1.671,1.0,0.0
train,202893,reject,frame_crossing+arena+ref_contact,4.228,4.624,14.646,5.35,1.051,4.443,1.198,2.0,0.0
train,202894,reject,frame_crossing+arena+ref_contact,4.366,4.759,14.561,7.508,1.082,4.722,1.631,2.0,0.0
train,202895,reject,frame_crossing+arena+ref_contact,4.416,4.989,14.661,6.882,1.134,5.006,1.245,2.0,0.0
train,202896,reject,frame_crossing+arena+ref_contact,5.166,6.117,14.683,6.836,1.39,7.181,1.162,4.0,0.0
train,202897,reject,arena+ref_contact,4.815,6.347,14.711,6.846,1.443,6.946,1.461,0.0,0.0
train,202898,reject,frame_crossing+arena+ref_contact,4.953,5.611,14.702,7.254,1.275,6.316,1.44,1.0,0.0
train,202899,reject,frame_crossing+arena+ref_contact,4.621,4.575,14.693,7.166,1.04,4.805,1.614,1.0,0.0
train,202900,reject,arena,4.228,3.577,14.699,5.386,1.0,4.228,1.477,0.0,0.036
train,202901,reject,frame_crossing+ref_contact,4.87,5.903,14.652,7.553,1.341,6.533,1.453,3.0,0.0
train,202902,reject,frame_crossing+arena+ref_contact,4.28,5.404,14.63,7.838,1.228,5.258,1.133,1.0,0.0
train,202903,reject,frame_crossing+arena+ref_contact,4.778,5.543,14.733,10.037,1.26,6.019,1.37,3.0,0.0
train,202904,reject,frame_margin,3.909,4.035,14.585,8.485,1.0,3.909,1.249,0.0,0.014
train,202905,reject,frame_crossing+arena+ref_contact,4.302,5.774,14.739,6.416,1.312,5.646,1.337,3.0,0.0
train,202906,reject,frame_crossing+arena+ref_contact,4.142,4.657,14.649,7.327,1.058,4.384,1.153,2.0,0.0
train,202907,reject,frame_crossing+arena+frame_margin,4.371,6.047,14.663,7.621,1.374,6.008,1.077,1.0,0.022
train,202908,reject,arena,4.365,4.423,14.677,7.486,1.005,4.388,1.204,0.0,0.041
train,202909,reject,frame_crossing+arena+ref_contact,4.773,5.1,14.739,9.136,1.159,5.532,2.134,2.0,0.0
train,202910,reject,arena+ref_contact,4.825,4.271,14.697,5.852,1.0,4.825,1.109,0.0,0.0
train,202911,reject,frame_crossing+arena+ref_contact,4.808,5.262,14.747,9.694,1.196,5.75,1.862,1.0,0.0
train,202912,reject,arena,4.387,4.194,14.669,6.206,1.0,4.387,1.073,0.0,0.036
train,202913,reject,arena+frame_margin,4.56,4.202,14.679,6.584,1.0,4.56,1.043,0.0,0.018
train,202914,reject,frame_crossing+arena+ref_contact,4.92,5.668,14.628,8.182,1.288,6.338,1.198,3.0,0.0
train,202915,reject,arena,4.399,5.844,14.549,6.119,1.328,5.843,1.133,0.0,0.036
train,202916,reject,frame_crossing+arena+ref_contact,4.829,6.247,14.724,8.422,1.42,6.857,1.176,2.0,0.0
train,202917,reject,frame_crossing+arena+ref_contact,4.384,5.025,14.646,9.47,1.142,5.006,1.058,2.0,0.0
train,202918,reject,frame_crossing+ref_contact,4.636,5.371,14.668,8.467,1.221,5.659,1.641,1.0,0.0
train,202919,reject,arena,3.758,4.78,14.567,7.769,1.086,4.082,2.153,0.0,0.041
train,202920,reject,frame_crossing+arena+ref_contact,4.99,5.397,14.74,9.809,1.227,6.121,1.383,2.0,0.0
train,202921,reject,frame_crossing+arena+ref_contact,4.653,5.894,14.715,9.398,1.34,6.234,1.609,2.0,0.0
train,202922,reject,frame_crossing+ref_contact,4.84,5.948,14.599,7.455,1.352,6.543,1.333,3.0,0.0
train,202923,reject,frame_crossing+arena+ref_contact,4.916,5.587,14.591,10.168,1.27,6.242,2.123,2.0,0.0
train,202924,reject,arena,4.189,5.519,14.681,7.211,1.254,5.254,1.172,0.0,0.036
train,202925,reject,frame_crossing+arena+ref_contact,4.91,5.041,14.672,7.346,1.146,5.626,1.547,2.0,0.0
train,202926,reject,frame_crossing+ref_contact,4.158,5.411,14.539,8.032,1.23,5.113,1.128,3.0,0.0
train,202927,reject,arena,4.478,5.156,14.629,5.775,1.172,5.247,1.37,0.0,0.044
train,202928,reject,frame_crossing+ref_contact,4.033,4.281,14.771,9.074,1.0,4.033,1.073,1.0,0.0
train,202929,reject,frame_crossing+arena+ref_contact,4.427,4.95,14.722,7.931,1.125,4.98,1.235,2.0,0.0
train,202930,reject,frame_crossing+arena+ref_contact,5.104,6.097,14.726,8.379,1.386,7.071,1.706,2.0,0.0
train,202931,reject,frame_crossing+arena+ref_contact,4.778,5.486,14.722,8.343,1.247,5.957,1.263,2.0,0.0
train,202932,reject,frame_crossing+arena+ref_contact,4.771,6.477,14.632,9.914,1.472,7.023,1.181,5.0,0.0
train,202933,reject,frame_crossing+ref_contact,4.738,6.072,14.719,8.622,1.38,6.538,1.128,1.0,0.0
train,202934,reject,frame_crossing+arena+ref_contact,4.118,4.353,14.687,8.758,1.0,4.118,1.311,1.0,0.0
train,202935,reject,frame_crossing+ref_contact,4.758,5.021,14.626,10.16,1.141,5.43,1.035,1.0,0.0
train,202936,pass,,5.026,5.461,14.727,6.849,1.241,6.238,1.015,0.0,0.042
train,202937,reject,frame_crossing+arena+ref_contact,4.545,5.178,14.758,6.073,1.177,5.348,1.821,1.0,0.0
train,202938,reject,frame_crossing+arena+ref_contact,4.299,5.401,14.662,9.445,1.227,5.277,1.419,2.0,0.0
train,202939,reject,frame_crossing+ref_contact,4.32,4.079,14.649,6.209,1.0,4.32,1.109,1.0,0.0
train,202940,reject,arena,3.937,4.082,14.706,9.042,1.0,3.937,1.031,0.0,0.036
train,202941,reject,frame_crossing+arena+frame_margin,4.305,4.557,14.759,6.134,1.036,4.458,1.107,1.0,0.005
train,202942,reject,arena,4.207,4.32,14.628,6.063,1.0,4.207,1.109,0.0,0.04
train,202943,reject,frame_crossing+arena+ref_contact,4.397,4.816,14.659,9.126,1.095,4.813,1.13,3.0,0.0
train,202944,reject,frame_crossing+arena+ref_contact,4.8,5.118,14.643,6.967,1.163,5.584,1.133,1.0,0.0
train,202945,reject,frame_crossing+ref_contact,4.693,4.87,14.746,8.913,1.107,5.194,1.035,1.0,0.0
train,202946,reject,frame_crossing+arena+ref_contact,4.857,6.369,14.691,8.821,1.447,7.03,1.047,2.0,0.0
train,202947,reject,frame_crossing+arena+ref_contact,5.027,5.952,14.616,9.484,1.353,6.8,2.075,2.0,0.0
train,202948,reject,frame_crossing+arena+ref_contact,4.588,5.082,14.728,8.418,1.155,5.3,1.529,2.0,0.0
train,202949,reject,frame_crossing+arena+ref_contact,4.483,6.123,14.736,7.755,1.392,6.239,1.073,2.0,0.0
train,202950,reject,frame_crossing+arena+ref_contact,5.019,5.073,14.744,8.769,1.153,5.787,1.077,2.0,0.0
train,202951,reject,frame_crossing+arena+ref_contact,5.021,6.138,14.665,7.118,1.395,7.004,1.031,2.0,0.0
train,202952,reject,frame_crossing+arena+ref_contact,4.805,5.119,14.721,9.83,1.163,5.589,1.311,2.0,0.0
train,202953,reject,frame_crossing+arena+ref_contact,4.194,5.91,14.649,5.782,1.343,5.634,1.162,2.0,0.0
train,202954,reject,frame_crossing+arena+ref_contact,4.986,6.182,14.722,7.882,1.405,7.005,2.266,1.0,0.0
train,202955,reject,frame_crossing+arena+ref_contact,4.315,5.65,14.72,8.046,1.284,5.541,1.419,1.0,0.0
train,202956,reject,ref_contact,4.647,5.2,14.778,8.35,1.182,5.493,1.176,0.0,0.0
train,202957,reject,frame_crossing+arena+ref_contact,4.905,5.572,14.714,9.407,1.266,6.211,1.69,1.0,0.0
train,202958,reject,frame_margin,3.777,3.972,14.722,6.192,1.0,3.777,1.348,0.0,0.013
train,202959,reject,frame_crossing+arena+ref_contact,4.46,4.391,14.732,8.419,1.0,4.46,1.097,2.0,0.0
train,202960,reject,arena+frame_margin,4.975,5.871,14.704,7.944,1.334,6.638,1.148,0.0,0.02
train,202961,reject,frame_crossing+arena+ref_contact,4.394,5.358,14.591,8.757,1.218,5.35,1.032,1.0,0.0
train,202962,reject,frame_crossing+arena+ref_contact,4.643,4.747,14.648,7.206,1.079,5.009,1.323,2.0,0.0
train,202963,reject,arena,4.676,6.315,14.582,6.952,1.435,6.711,1.032,0.0,0.039
train,202964,reject,frame_crossing+arena+ref_contact,3.884,4.958,14.747,7.291,1.127,4.377,1.687,2.0,0.0
train,202965,reject,frame_crossing+arena+ref_contact,4.896,6.18,14.592,7.137,1.404,6.877,1.015,2.0,0.0
train,202966,reject,frame_crossing+arena+ref_contact,4.383,5.362,14.711,5.835,1.219,5.342,1.337,1.0,0.0
train,202967,reject,frame_crossing+arena+ref_contact,4.808,5.963,14.657,7.12,1.355,6.516,1.205,2.0,0.0
train,202968,reject,frame_crossing+arena+ref_contact,4.487,6.407,14.752,5.894,1.456,6.533,1.433,2.0,0.0
train,202969,reject,arena,4.956,6.142,14.686,7.144,1.396,6.918,1.56,0.0,0.037
train,202970,reject,frame_crossing+ref_contact,4.581,5.775,14.737,6.826,1.312,6.013,1.293,3.0,0.0
train,202971,reject,frame_crossing+arena+ref_contact,4.722,5.543,14.757,10.504,1.26,5.948,1.333,2.0,0.0
train,202972,reject,frame_crossing+arena+ref_contact,4.49,4.601,14.611,6.776,1.046,4.695,1.077,1.0,0.0
train,202973,reject,frame_crossing+arena+ref_contact,5.017,5.389,14.666,7.314,1.225,6.145,1.301,1.0,0.0
train,202974,reject,arena,4.173,5.08,14.656,6.857,1.155,4.817,1.592,0.0,0.036
train,202975,reject,arena,4.775,5.845,14.745,8.321,1.329,6.344,1.44,0.0,0.048
train,202976,reject,frame_crossing+arena+ref_contact,5.058,5.612,14.692,7.566,1.275,6.452,2.641,2.0,0.0
train,202977,reject,frame_crossing+ref_contact,4.671,5.219,14.748,8.179,1.186,5.54,1.542,2.0,0.0
train,202978,reject,frame_crossing+arena+ref_contact,4.262,4.206,14.675,7.472,1.0,4.262,1.077,3.0,0.0
train,202979,reject,frame_crossing+arena+ref_contact,4.337,3.883,14.359,6.224,1.0,4.337,1.072,1.0,0.0
train,202980,reject,frame_crossing+arena+ref_contact,4.391,4.854,14.684,9.477,1.103,4.844,1.058,3.0,0.0
train,202981,reject,frame_crossing+arena+ref_contact,4.925,5.594,14.751,8.571,1.271,6.261,1.892,2.0,0.0
train,202982,reject,frame_crossing+arena+ref_contact,4.409,5.235,14.639,7.63,1.19,5.246,1.172,1.0,0.0
train,202983,reject,arena+frame_margin,4.261,4.089,14.483,5.171,1.0,4.261,1.031,0.0,0.003
train,202984,reject,frame_crossing+arena+ref_contact,4.883,4.367,14.702,6.841,1.0,4.883,1.026,2.0,0.0
train,202985,reject,frame_crossing+arena+ref_contact,4.654,6.499,14.735,6.567,1.477,6.874,1.171,1.0,0.0
train,202986,reject,frame_crossing+arena+ref_contact,4.403,5.291,14.761,8.136,1.202,5.295,1.337,2.0,0.0
train,202987,reject,frame_crossing+arena+ref_contact,5.025,6.085,14.739,6.98,1.383,6.949,1.073,3.0,0.0
train,202988,reject,frame_crossing+arena+ref_contact,4.331,3.209,14.556,6.086,1.0,4.331,1.245,1.0,0.0
train,202989,reject,frame_crossing+arena+ref_contact,5.002,5.372,14.623,9.791,1.221,6.107,1.408,1.0,0.0
train,202990,reject,arena,3.795,4.382,14.647,6.253,1.0,3.795,1.301,0.0,0.039
train,202991,reject,frame_crossing+arena+ref_contact,5.08,6.326,14.607,9.664,1.438,7.303,2.281,3.0,0.0
train,202992,reject,arena,4.56,4.346,14.577,8.374,1.0,4.56,1.073,0.0,0.037
train,202993,reject,frame_crossing+arena+ref_contact,4.058,4.632,14.703,8.441,1.053,4.272,1.348,1.0,0.0
train,202994,reject,arena,4.059,4.704,14.746,6.501,1.069,4.339,1.235,0.0,0.041
train,202995,reject,arena,4.462,4.798,14.737,7.709,1.09,4.866,1.481,0.0,0.038
train,202996,reject,frame_crossing+arena+ref_contact,4.89,4.629,14.697,7.819,1.052,5.144,1.323,2.0,0.0
train,202997,reject,arena,4.23,3.966,14.796,5.091,1.0,4.23,1.451,0.0,0.04
train,202998,reject,frame_crossing+ref_contact,4.159,3.696,14.609,6.338,1.0,4.159,1.148,1.0,0.0
train,202999,reject,frame_crossing+arena+ref_contact,4.701,5.62,14.733,8.777,1.277,6.004,1.774,2.0,0.0
train,203000,reject,arena,4.119,3.926,14.566,8.638,1.0,4.119,1.109,0.0,0.036
train,203001,reject,frame_crossing+arena+ref_contact,4.351,5.961,14.665,6.782,1.355,5.895,1.327,2.0,0.0
train,203002,reject,frame_crossing+arena+ref_contact,4.098,5.5,14.746,7.324,1.25,5.122,1.148,1.0,0.0
train,203003,reject,arena,3.965,6.244,14.614,10.2,1.419,5.626,1.109,0.0,0.054
train,203004,reject,arena,4.189,5.81,14.787,5.912,1.32,5.531,1.571,0.0,0.036
train,203005,reject,arena,3.623,5.351,14.78,6.875,1.216,4.406,1.579,0.0,0.051
train,203006,reject,frame_crossing+arena+ref_contact,4.862,6.333,14.73,5.795,1.439,6.998,1.53,2.0,0.0
train,203007,reject,frame_crossing+arena+ref_contact,4.993,6.327,14.784,9.639,1.438,7.18,1.671,3.0,0.0
train,203008,reject,frame_crossing+arena+ref_contact,4.823,5.558,14.704,8.612,1.263,6.092,2.065,2.0,0.0
train,203009,reject,frame_crossing+arena+ref_contact,3.871,4.271,14.788,10.062,1.0,3.871,1.553,1.0,0.0
train,203010,reject,frame_crossing+arena+ref_contact,4.149,5.995,14.714,6.745,1.362,5.654,1.267,1.0,0.0
train,203011,reject,frame_crossing+arena+ref_contact,4.997,5.953,14.736,10.214,1.353,6.761,1.849,2.0,0.0
train,203012,reject,frame_crossing+arena+ref_contact,4.199,4.879,14.771,6.946,1.109,4.656,1.735,1.0,0.0
train,203013,reject,frame_crossing+arena+ref_contact,4.366,4.714,14.744,8.923,1.071,4.678,1.171,2.0,0.0
train,203014,reject,frame_crossing+arena+ref_contact,4.243,5.896,14.68,5.557,1.34,5.685,1.245,1.0,0.0
train,203015,reject,arena+frame_margin,4.564,5.031,14.735,9.559,1.143,5.219,1.821,0.0,0.008
train,203016,reject,frame_crossing+arena+ref_contact,4.914,4.75,14.652,8.887,1.08,5.305,1.263,3.0,0.0
train,203017,reject,frame_crossing+arena+ref_contact,5.184,5.339,14.714,9.759,1.214,6.29,1.339,2.0,0.0
train,203018,reject,frame_crossing+arena+ref_contact,5.077,5.536,14.607,6.771,1.258,6.388,1.477,3.0,0.0
train,203019,reject,frame_crossing+arena+ref_contact,3.989,5.046,14.515,6.352,1.147,4.575,1.053,1.0,0.0
train,203020,pass,,4.201,6.414,14.712,6.716,1.458,6.124,1.53,0.0,0.037
train,203021,reject,frame_crossing+arena+ref_contact,4.653,5.157,14.662,6.918,1.172,5.453,1.614,2.0,0.0
train,203022,reject,frame_crossing+arena+ref_contact,4.731,5.718,14.735,7.19,1.3,6.148,1.37,2.0,0.0
train,203023,reject,frame_crossing+ref_contact,4.367,3.895,14.672,7.139,1.0,4.367,1.073,2.0,0.0
train,203024,reject,frame_crossing+arena+ref_contact,4.503,5.141,14.765,5.739,1.169,5.262,1.153,2.0,0.0
train,203025,reject,frame_crossing+arena+ref_contact,4.639,6.09,14.696,6.306,1.384,6.421,1.488,1.0,0.0
train,203026,reject,frame_crossing+ref_contact,4.45,4.759,14.726,10.215,1.082,4.813,1.569,3.0,0.0
train,203027,reject,frame_crossing+ref_contact,4.74,5.492,14.75,10.112,1.248,5.917,1.058,3.0,0.0
train,203028,reject,frame_crossing+arena+ref_contact,4.851,5.5,14.745,8.491,1.25,6.063,1.181,3.0,0.0
train,203029,reject,arena+ref_contact,4.534,4.747,14.687,7.662,1.079,4.891,1.949,0.0,0.0
train,203030,pass,,4.064,3.981,14.7,3.876,1.0,4.064,1.047,0.0,0.047
train,203031,reject,frame_crossing+arena+ref_contact,4.087,3.844,14.74,6.627,1.0,4.087,1.181,1.0,0.0
train,203032,reject,frame_crossing+arena+ref_contact,5.114,5.65,14.738,10.184,1.284,6.566,2.462,2.0,0.0
train,203033,reject,frame_crossing+ref_contact,4.678,5.522,14.712,6.583,1.255,5.871,1.529,1.0,0.0
train,203034,reject,arena,3.887,5.234,14.751,8.853,1.189,4.623,1.774,0.0,0.038
train,203035,reject,frame_crossing+arena+ref_contact,4.287,4.858,14.603,5.86,1.104,4.734,1.335,1.0,0.0
train,203036,reject,frame_crossing+arena+ref_contact,5.194,5.963,14.691,9.967,1.355,7.04,2.306,3.0,0.0
train,203037,reject,frame_crossing+arena+frame_margin,5.149,5.556,14.678,6.755,1.263,6.501,1.328,1.0,0.006
train,203038,reject,frame_crossing+ref_contact,4.578,5.111,14.693,5.886,1.162,5.318,1.031,2.0,0.0
train,203039,reject,frame_crossing+arena+ref_contact,4.569,5.296,14.734,8.058,1.204,5.5,1.128,1.0,0.0
train,203040,reject,frame_crossing+arena+ref_contact,4.804,5.936,14.736,7.032,1.349,6.481,1.451,1.0,0.0
train,203041,reject,frame_crossing+arena+ref_contact,5.3,5.981,14.547,7.669,1.359,7.204,2.18,3.0,0.0
train,203042,reject,arena,3.997,4.301,14.686,7.97,1.0,3.997,1.031,0.0,0.056
train,203043,reject,arena,4.498,5.489,14.728,8.304,1.247,5.611,1.952,0.0,0.036
train,203044,reject,frame_crossing+arena+ref_contact,4.84,5.762,14.642,8.739,1.31,6.338,1.969,2.0,0.0
train,203045,reject,frame_crossing+arena+ref_contact,4.631,5.429,14.709,8.231,1.234,5.714,1.671,1.0,0.0
train,203046,reject,arena,4.389,5.195,14.665,5.997,1.181,5.182,1.739,0.0,0.037
train,203047,reject,frame_crossing+arena+ref_contact,4.852,6.36,14.689,6.624,1.445,7.013,1.383,1.0,0.0
train,203048,reject,frame_crossing+arena+ref_contact,4.752,6.117,14.679,9.107,1.39,6.606,1.821,1.0,0.0
train,203049,reject,frame_crossing+arena+ref_contact,4.674,6.018,14.649,8.257,1.368,6.392,1.063,3.0,0.0
train,203050,reject,frame_crossing+arena+ref_contact,4.858,5.373,14.712,8.476,1.221,5.932,1.747,3.0,0.0
train,203051,reject,frame_crossing+ref_contact,4.376,5.798,14.652,7.697,1.318,5.766,1.015,1.0,0.0
train,203052,reject,frame_crossing+arena+ref_contact,4.58,6.153,14.743,9.527,1.398,6.405,1.744,1.0,0.0
train,203053,reject,frame_crossing+arena+ref_contact,4.889,5.859,14.642,6.661,1.332,6.51,2.313,2.0,0.0
train,203054,reject,frame_crossing+arena+ref_contact,4.401,4.482,14.776,6.945,1.019,4.482,1.205,1.0,0.0
train,203055,reject,frame_crossing+arena+ref_contact,4.49,4.806,14.686,7.465,1.092,4.904,1.133,2.0,0.0
train,203056,reject,frame_crossing+arena+ref_contact,4.647,5.471,14.565,8.844,1.243,5.779,1.609,3.0,0.0
train,203057,reject,arena,4.128,4.76,14.595,6.351,1.082,4.466,1.058,0.0,0.038
train,203058,reject,frame_crossing+arena+ref_contact,5.127,6.61,14.664,9.444,1.502,7.703,1.846,2.0,0.0
train,203059,reject,frame_crossing+arena+ref_contact,5.175,5.581,14.636,8.832,1.268,6.564,2.13,2.0,0.0
train,203060,reject,frame_crossing+arena+ref_contact,5.277,5.838,14.596,7.271,1.327,7.001,2.167,2.0,0.0
train,203061,reject,frame_crossing+ref_contact,4.658,4.799,14.733,9.142,1.091,5.081,1.047,3.0,0.0
train,203062,reject,ref_contact,4.425,5.206,14.514,9.109,1.183,5.235,1.28,0.0,0.0
train,203063,reject,frame_crossing+arena+ref_contact,5.214,5.736,14.723,9.919,1.304,6.797,1.128,2.0,0.0
train,203064,reject,frame_crossing+arena+ref_contact,4.437,5.053,14.755,6.267,1.148,5.096,1.13,1.0,0.0
train,203065,reject,frame_crossing+arena+ref_contact,4.688,5.372,14.721,7.545,1.221,5.724,1.158,2.0,0.0
train,203066,reject,frame_crossing+arena+ref_contact,4.115,4.329,14.732,11.377,1.0,4.115,1.712,3.0,0.0
train,203067,reject,frame_crossing+arena+ref_contact,4.53,5.365,14.64,8.89,1.219,5.523,1.772,2.0,0.0
train,203068,reject,frame_crossing+arena+ref_contact,5.134,5.73,14.677,7.123,1.302,6.685,1.66,2.0,0.0
train,203069,reject,frame_crossing+arena+ref_contact,4.624,6.266,14.753,10.865,1.424,6.586,1.926,3.0,0.0
train,203070,reject,frame_crossing+ref_contact,4.607,5.513,14.799,6.623,1.253,5.773,1.035,2.0,0.0
train,203071,reject,frame_crossing+arena+ref_contact,4.804,5.512,14.675,7.95,1.253,6.018,2.146,1.0,0.0
train,203072,pass,,4.124,4.827,14.628,8.466,1.097,4.524,1.263,0.0,0.044
train,203073,reject,frame_crossing+arena+ref_contact,4.942,6.375,14.688,7.195,1.449,7.161,1.148,1.0,0.0
train,203074,reject,frame_crossing+arena+ref_contact,4.293,5.404,14.708,7.852,1.228,5.272,1.69,2.0,0.0
train,203075,reject,frame_crossing+arena+ref_contact,4.911,5.01,14.673,6.809,1.139,5.592,1.103,1.0,0.0
train,203076,reject,frame_crossing+arena+ref_contact,4.969,6.222,14.618,7.777,1.414,7.028,1.029,3.0,0.0
train,203077,reject,arena+ref_contact,3.987,4.855,14.679,8.465,1.103,4.399,1.429,0.0,0.0
train,203078,reject,frame_crossing+arena+ref_contact,4.502,6.167,14.672,7.84,1.402,6.31,2.49,2.0,0.0
train,203079,pass,,3.328,4.385,14.61,4.928,1.0,3.328,1.015,0.0,0.058
train,203080,reject,frame_crossing+arena+ref_contact,4.23,4.757,14.696,6.985,1.081,4.573,1.335,1.0,0.0
train,203081,reject,frame_crossing+arena+ref_contact,4.823,6.393,14.616,7.48,1.453,7.008,1.547,2.0,0.0
train,203082,reject,frame_crossing+arena+ref_contact,5.009,5.009,14.707,7.595,1.138,5.703,1.063,2.0,0.0
train,203083,reject,arena,4.201,4.595,14.728,7.94,1.044,4.387,1.133,0.0,0.035
train,203084,reject,frame_crossing+arena+ref_contact,4.618,6.29,14.721,7.003,1.43,6.602,1.271,1.0,0.0
train,203085,reject,frame_crossing+arena+ref_contact,4.352,4.432,14.613,7.185,1.007,4.384,1.747,1.0,0.0
train,203086,reject,arena,3.786,4.362,14.621,6.125,1.0,3.786,1.543,0.0,0.037
train,203087,reject,frame_crossing+arena+ref_contact,4.527,5.788,14.676,6.691,1.315,5.955,1.029,2.0,0.0
train,203088,reject,frame_margin,4.218,5.903,14.745,6.631,1.342,5.658,1.936,0.0,0.016
train,203089,pass,,4.028,5.221,14.658,9.652,1.187,4.78,1.172,0.0,0.035
train,203090,reject,frame_crossing+arena+ref_contact,4.936,5.335,14.744,9.091,1.212,5.984,1.695,1.0,0.0
train,203091,reject,frame_crossing+arena+ref_contact,4.498,4.836,14.733,7.437,1.099,4.943,1.015,1.0,0.0
train,203092,reject,frame_crossing+arena+ref_contact,4.603,5.722,14.62,6.163,1.3,5.986,1.335,2.0,0.0
train,203093,reject,frame_crossing+arena+ref_contact,4.636,5.038,14.701,9.818,1.145,5.308,1.263,1.0,0.0
train,203094,reject,frame_crossing+arena+ref_contact,4.143,5.839,14.632,8.82,1.327,5.497,1.543,1.0,0.0
train,203095,reject,arena+frame_margin,4.765,4.94,14.66,7.501,1.123,5.35,1.436,0.0,0.005
train,203096,reject,frame_crossing+arena+ref_contact,4.502,4.435,14.537,8.636,1.008,4.538,1.026,3.0,0.0
train,203097,reject,frame_crossing+arena+ref_contact,4.758,5.595,14.675,7.531,1.272,6.05,1.475,2.0,0.0
train,203098,reject,frame_crossing+arena+ref_contact,4.54,5.776,14.697,5.559,1.313,5.96,1.249,3.0,0.0
train,203099,reject,arena+frame_margin,4.989,5.88,14.692,8.31,1.336,6.668,1.987,0.0,0.018
train,203100,reject,frame_crossing+arena+ref_contact,4.537,6.528,14.688,6.058,1.484,6.731,1.37,1.0,0.0
train,203101,reject,frame_crossing+arena+ref_contact,4.737,6.411,14.599,6.629,1.457,6.903,1.434,1.0,0.0
train,203102,reject,frame_crossing+arena+ref_contact,4.568,4.502,14.765,8.138,1.023,4.675,1.043,1.0,0.0
train,203103,reject,frame_crossing+arena+ref_contact,4.598,5.088,14.739,7.552,1.156,5.317,1.266,3.0,0.0
train,203104,reject,frame_crossing+arena+ref_contact,4.118,5.05,14.676,6.665,1.148,4.727,1.475,1.0,0.0
train,203105,reject,frame_crossing+arena+frame_margin,3.884,4.729,14.736,8.105,1.075,4.174,1.158,1.0,0.009
train,203106,reject,arena,4.282,3.726,14.672,6.389,1.0,4.282,1.109,0.0,0.037
train,203107,reject,frame_crossing+arena+ref_contact,4.556,5.213,14.676,6.338,1.185,5.398,1.063,1.0,0.0
train,203108,reject,arena+ref_contact,4.085,5.426,14.59,6.677,1.233,5.038,1.687,0.0,0.0
train,203109,reject,frame_crossing+arena+ref_contact,5.133,5.139,14.708,8.72,1.168,5.994,1.92,2.0,0.0
train,203110,reject,frame_crossing+frame_margin,4.282,4.671,14.746,6.756,1.061,4.545,1.073,2.0,0.0
train,203111,reject,frame_crossing+ref_contact,4.243,5.132,14.725,10.977,1.166,4.949,1.475,2.0,0.0
train,203112,reject,arena,4.292,5.639,14.704,5.826,1.282,5.5,1.858,0.0,0.044
train,203113,reject,frame_crossing+arena+ref_contact,4.386,4.876,14.689,9.32,1.108,4.86,1.564,1.0,0.0
train,203114,reject,arena+frame_margin,4.128,5.073,14.752,7.873,1.153,4.76,1.249,0.0,0.026
train,203115,reject,frame_crossing+ref_contact,4.793,5.724,14.644,6.021,1.301,6.236,1.162,3.0,0.0
train,203116,reject,frame_crossing+arena,4.58,5.941,14.676,6.184,1.35,6.184,1.712,1.0,0.037
train,203117,reject,frame_crossing+arena+ref_contact,4.688,4.536,14.684,7.012,1.031,4.832,1.047,1.0,0.0
train,203118,reject,frame_crossing+arena+ref_contact,4.716,6.257,14.646,7.876,1.422,6.707,2.027,2.0,0.0
train,203119,reject,arena,3.697,4.032,14.633,6.659,1.0,3.697,1.687,0.0,0.04
train,203120,reject,frame_crossing+arena+ref_contact,4.827,5.29,14.745,9.836,1.202,5.804,1.627,3.0,0.0
train,203121,reject,arena,4.317,5.237,14.622,6.151,1.19,5.138,1.363,0.0,0.037
train,203122,reject,frame_crossing+arena+ref_contact,3.874,4.819,14.726,5.099,1.095,4.242,1.148,1.0,0.0
train,203123,reject,arena+frame_margin,4.582,5.621,14.696,9.567,1.277,5.853,1.077,0.0,0.001
train,203124,reject,frame_crossing+ref_contact,4.24,5.221,14.605,7.005,1.187,5.032,1.335,2.0,0.0
train,203125,reject,arena+ref_contact,4.735,5.49,14.512,9.601,1.248,5.907,1.029,0.0,0.0
train,203126,reject,frame_crossing+arena+ref_contact,4.641,4.237,14.586,8.754,1.0,4.641,1.372,2.0,0.0
train,203127,reject,frame_crossing+arena+ref_contact,4.465,5.179,14.671,9.435,1.177,5.255,1.249,2.0,0.0
train,203128,reject,frame_crossing+arena+ref_contact,4.193,4.789,14.711,7.436,1.088,4.564,1.596,1.0,0.0
train,203129,reject,frame_crossing+ref_contact,4.248,6.089,14.755,5.867,1.384,5.879,1.69,1.0,0.0
train,203130,reject,arena+ref_contact,3.799,4.988,14.699,8.138,1.134,4.307,1.176,0.0,0.0
train,203131,reject,frame_crossing+arena+ref_contact,4.0,4.261,14.768,5.75,1.0,4.0,1.118,1.0,0.0
train,203132,reject,frame_crossing+arena+ref_contact,4.742,5.235,14.751,8.29,1.19,5.643,1.772,2.0,0.0
train,203133,reject,frame_crossing+arena+ref_contact,4.704,5.119,14.714,9.913,1.163,5.472,1.596,4.0,0.0
train,203134,reject,frame_crossing+frame_margin,4.12,5.374,14.75,8.29,1.221,5.032,1.073,1.0,0.014
